Estado,Período,Sorotipo,Casos,Ano
Espírito Santo,2007-08,Sem informacao,342,2007-06
Pará,2007-08,Sem informacao,720,2007-06
Goiás,2007-08,1.0,2,2007-06
Piauí,2007-08,1.0,2,2007-06
Espírito Santo,2007-08,1.0,1,2007-06
Paraná,2007-08,Sem informacao,703,2007-06
Goiás,2007-08,Sem informacao,399,2007-06
Espírito Santo,2007-08,3.0,2,2007-06
Pará,2007-09,1.0,15,2007-06
Paraíba,2007-09,Sem informacao,452,2007-06
Rio Grande do Norte,2007-09,1.0,6,2007-06
Amapá,2007-09,Sem informacao,116,2007-06
Paraíba,2007-09,1.0,4,2007-06
Espírito Santo,2007-09,Sem informacao,291,2007-06
Pernambuco,2007-09,2.0,2,2007-06
Piauí,2007-09,Sem informacao,231,2007-06
Rio Grande do Norte,2007-09,2.0,1,2007-06
Rio Grande do Norte,2007-09,Sem informacao,1074,2007-06
Amazonas,2007-09,Sem informacao,238,2007-06
Amazonas,2007-09,3.0,2,2007-06
Amazonas,2007-09,1.0,1,2007-06
Tocantins,2007-09,Sem informacao,290,2007-06
Goiás,2007-09,1.0,2,2007-06
Goiás,2007-09,Sem informacao,289,2007-06
Tocantins,2007-09,1.0,1,2007-06
Distrito Federal,2007-09,Sem informacao,69,2007-06
Pará,2007-09,3.0,2,2007-06
Bahia,2007-09,Sem informacao,476,2007-06
Pará,2007-09,2.0,9,2007-06
Pernambuco,2007-09,Sem informacao,1010,2007-06
Mato Grosso,2007-09,Sem informacao,237,2007-06
Mato Grosso,2007-09,4.0,1,2007-06
São Paulo,2007-09,1.0,2,2007-06
São Paulo,2007-09,2.0,1,2007-06
São Paulo,2007-09,4.0,1,2007-06
São Paulo,2007-09,Sem informacao,1975,2007-06
Mato Grosso do Sul,2007-09,Sem informacao,61,2007-06
Paraná,2007-09,4.0,2,2007-06
Paraná,2007-09,Sem informacao,662,2007-06
Roraima,2007-09,1.0,1,2007-06
Roraima,2007-09,2.0,2,2007-06
Rondônia,2007-09,Sem informacao,164,2007-06
Rondônia,2007-09,1.0,1,2007-06
Mato Grosso,2007-09,1.0,1,2007-06
Rio de Janeiro,2007-09,Sem informacao,813,2007-06
Rio Grande do Sul,2007-09,Sem informacao,34,2007-06
Rio de Janeiro,2007-09,3.0,3,2007-06
Ceará,2007-09,1.0,4,2007-06
Ceará,2007-09,4.0,2,2007-06
Ceará,2007-09,Sem informacao,2077,2007-06
Sergipe,2007-09,Sem informacao,140,2007-06
Santa Catarina,2007-09,Sem informacao,19,2007-06
Maranhão,2007-09,2.0,4,2007-06
Acre,2007-09,Sem informacao,35,2007-06
Maranhão,2007-09,Sem informacao,234,2007-06
Minas Gerais,2007-09,Sem informacao,379,2007-06
Pará,2007-09,Sem informacao,776,2007-06
Alagoas,2007-09,Sem informacao,1024,2007-06
Roraima,2007-09,Sem informacao,224,2007-06
Minas Gerais,2007-09,1.0,15,2007-06
Mato Grosso,2007-10,1.0,3,2007-06
Mato Grosso,2007-10,Sem informacao,446,2007-06
Maranhão,2007-10,3.0,1,2007-06
Minas Gerais,2007-10,4.0,1,2007-06
Maranhão,2007-10,1.0,1,2007-06
Maranhão,2007-10,Sem informacao,236,2007-06
Paraíba,2007-10,Sem informacao,468,2007-06
Piauí,2007-10,Sem informacao,163,2007-06
Sergipe,2007-10,Sem informacao,168,2007-06
Ceará,2007-10,Sem informacao,2149,2007-06
Ceará,2007-10,4.0,1,2007-06
Ceará,2007-10,2.0,1,2007-06
São Paulo,2007-10,3.0,2,2007-06
São Paulo,2007-10,4.0,3,2007-06
São Paulo,2007-10,Sem informacao,3825,2007-06
Acre,2007-10,Sem informacao,65,2007-06
Amazonas,2007-10,Sem informacao,291,2007-06
Amazonas,2007-10,3.0,1,2007-06
Minas Gerais,2007-10,1.0,25,2007-06
Amazonas,2007-10,1.0,1,2007-06
Pará,2007-10,1.0,25,2007-06
Distrito Federal,2007-10,Sem informacao,149,2007-06
Pará,2007-10,3.0,1,2007-06
Alagoas,2007-10,1.0,3,2007-06
Alagoas,2007-10,Sem informacao,764,2007-06
Bahia,2007-10,Sem informacao,806,2007-06
Bahia,2007-10,3.0,1,2007-06
Bahia,2007-10,2.0,1,2007-06
Bahia,2007-10,1.0,1,2007-06
Rio Grande do Norte,2007-10,Sem informacao,1109,2007-06
Rio Grande do Norte,2007-10,2.0,1,2007-06
Rio Grande do Norte,2007-10,1.0,7,2007-06
Amapá,2007-10,Sem informacao,122,2007-06
Paraná,2007-10,4.0,1,2007-06
Paraná,2007-10,Sem informacao,1105,2007-06
Pará,2007-10,2.0,7,2007-06
Rio de Janeiro,2007-10,Sem informacao,1370,2007-06
Santa Catarina,2007-10,Sem informacao,63,2007-06
Rondônia,2007-10,4.0,1,2007-06
Rondônia,2007-10,Sem informacao,459,2007-06
Goiás,2007-10,Sem informacao,610,2007-06
Goiás,2007-10,3.0,1,2007-06
Goiás,2007-10,1.0,1,2007-06
Espírito Santo,2007-10,Sem informacao,325,2007-06
Mato Grosso do Sul,2007-10,1.0,1,2007-06
Mato Grosso do Sul,2007-10,Sem informacao,284,2007-06
Minas Gerais,2007-10,Sem informacao,905,2007-06
Rio Grande do Sul,2007-10,Sem informacao,53,2007-06
Tocantins,2007-10,2.0,1,2007-06
Pernambuco,2007-10,Sem informacao,1027,2007-06
Roraima,2007-10,Sem informacao,222,2007-06
Pará,2007-10,Sem informacao,1258,2007-06
Distrito Federal,2007-10,4.0,1,2007-06
Pernambuco,2007-10,2.0,1,2007-06
Pernambuco,2007-10,1.0,1,2007-06
Tocantins,2007-10,3.0,1,2007-06
Tocantins,2007-10,Sem informacao,689,2007-06
Rio de Janeiro,2007-11,2.0,4,2007-06
Rio de Janeiro,2007-11,3.0,3,2007-06
Rio de Janeiro,2007-11,Sem informacao,2579,2007-06
Roraima,2007-11,2.0,2,2007-06
Roraima,2007-11,Sem informacao,224,2007-06
Goiás,2007-11,3.0,4,2007-06
Goiás,2007-11,Sem informacao,865,2007-06
Paraíba,2007-11,1.0,1,2007-06
Goiás,2007-11,2.0,1,2007-06
Goiás,2007-11,1.0,8,2007-06
Espírito Santo,2007-11,Sem informacao,379,2007-06
São Paulo,2007-11,1.0,1,2007-06
São Paulo,2007-11,2.0,1,2007-06
Ceará,2007-11,Sem informacao,1635,2007-06
Paraíba,2007-11,Sem informacao,427,2007-06
Pernambuco,2007-11,Sem informacao,885,2007-06
Mato Grosso do Sul,2007-11,Sem informacao,771,2007-06
Maranhão,2007-11,2.0,1,2007-06
Amazonas,2007-11,Sem informacao,571,2007-06
Amazonas,2007-11,3.0,4,2007-06
Amazonas,2007-11,1.0,1,2007-06
Alagoas,2007-11,3.0,1,2007-06
Alagoas,2007-11,Sem informacao,700,2007-06
Bahia,2007-11,Sem informacao,887,2007-06
Maranhão,2007-11,Sem informacao,241,2007-06
São Paulo,2007-11,3.0,2,2007-06
Sergipe,2007-11,Sem informacao,168,2007-06
Piauí,2007-11,Sem informacao,102,2007-06
Rio Grande do Norte,2007-11,3.0,2,2007-06
Rio Grande do Norte,2007-11,1.0,3,2007-06
Tocantins,2007-11,1.0,14,2007-06
Tocantins,2007-11,3.0,1,2007-06
Tocantins,2007-11,Sem informacao,1069,2007-06
Pernambuco,2007-11,4.0,1,2007-06
Pernambuco,2007-11,3.0,1,2007-06
Rio Grande do Sul,2007-11,Sem informacao,100,2007-06
Paraná,2007-11,Sem informacao,1695,2007-06
Rio Grande do Norte,2007-11,Sem informacao,1072,2007-06
São Paulo,2007-11,Sem informacao,4829,2007-06
Ceará,2007-11,1.0,2,2007-06
Pará,2007-11,3.0,2,2007-06
Minas Gerais,2007-11,1.0,9,2007-06
Pará,2007-11,Sem informacao,1958,2007-06
Mato Grosso,2007-11,1.0,3,2007-06
Santa Catarina,2007-11,Sem informacao,61,2007-06
Acre,2007-11,Sem informacao,182,2007-06
Mato Grosso,2007-11,Sem informacao,768,2007-06
Pará,2007-11,2.0,11,2007-06
Rondônia,2007-11,Sem informacao,1175,2007-06
Amapá,2007-11,Sem informacao,68,2007-06
Minas Gerais,2007-11,3.0,1,2007-06
Minas Gerais,2007-11,Sem informacao,1167,2007-06
Pará,2007-11,1.0,11,2007-06
Distrito Federal,2007-11,Sem informacao,172,2007-06
Pernambuco,2007-12,Sem informacao,910,2007-06
Rio de Janeiro,2007-12,Sem informacao,4480,2007-06
Rio de Janeiro,2007-12,3.0,4,2007-06
Mato Grosso do Sul,2007-12,Sem informacao,707,2007-06
Rio Grande do Norte,2007-12,1.0,1,2007-06
Goiás,2007-12,Sem informacao,1380,2007-06
Ceará,2007-12,1.0,1,2007-06
Paraná,2007-12,4.0,1,2007-06
Goiás,2007-12,3.0,7,2007-06
Goiás,2007-12,2.0,1,2007-06
Acre,2007-12,Sem informacao,226,2007-06
Rio de Janeiro,2007-12,2.0,2,2007-06
Amazonas,2007-12,3.0,5,2007-06
Minas Gerais,2007-12,1.0,9,2007-06
Paraná,2007-12,3.0,1,2007-06
Amapá,2007-12,1.0,2,2007-06
Amapá,2007-12,Sem informacao,87,2007-06
Sergipe,2007-12,Sem informacao,222,2007-06
Rio Grande do Norte,2007-12,3.0,1,2007-06
Rio Grande do Norte,2007-12,Sem informacao,1168,2007-06
Minas Gerais,2007-12,Sem informacao,1245,2007-06
Bahia,2007-12,Sem informacao,898,2007-06
Paraíba,2007-12,Sem informacao,386,2007-06
Paraíba,2007-12,1.0,13,2007-06
Amazonas,2007-12,1.0,1,2007-06
Goiás,2007-12,1.0,10,2007-06
Amazonas,2007-12,Sem informacao,574,2007-06
Santa Catarina,2007-12,Sem informacao,49,2007-06
Alagoas,2007-12,Sem informacao,611,2007-06
Rondônia,2007-12,1.0,1,2007-06
Ceará,2007-12,Sem informacao,1519,2007-06
Maranhão,2007-12,Sem informacao,229,2007-06
Distrito Federal,2007-12,Sem informacao,137,2007-06
São Paulo,2007-12,Sem informacao,4414,2007-06
São Paulo,2007-12,4.0,1,2007-06
São Paulo,2007-12,3.0,1,2007-06
São Paulo,2007-12,1.0,2,2007-06
Roraima,2007-12,Sem informacao,133,2007-06
Roraima,2007-12,2.0,2,2007-06
Pará,2007-12,1.0,4,2007-06
Pará,2007-12,2.0,6,2007-06
Pará,2007-12,Sem informacao,2639,2007-06
Rio Grande do Sul,2007-12,Sem informacao,105,2007-06
Espírito Santo,2007-12,Sem informacao,369,2007-06
Maranhão,2007-12,3.0,1,2007-06
Tocantins,2007-12,Sem informacao,1633,2007-06
Tocantins,2007-12,3.0,3,2007-06
Espírito Santo,2007-12,1.0,1,2007-06
Paraná,2007-12,Sem informacao,1782,2007-06
Rondônia,2007-12,Sem informacao,1792,2007-06
Mato Grosso,2007-12,Sem informacao,1031,2007-06
Piauí,2007-12,Sem informacao,126,2007-06
Mato Grosso,2007-12,4.0,1,2007-06
Mato Grosso,2007-12,1.0,8,2007-06
Tocantins,2007-12,1.0,7,2007-06
Ceará,2009-01,Sem informacao,1107,2009-06
Rio Grande do Norte,2009-01,Sem informacao,265,2009-06
Rio Grande do Norte,2009-01,2.0,1,2009-06
Amapá,2009-01,Sem informacao,414,2009-06
Bahia,2009-01,1.0,4,2009-06
Roraima,2009-01,1.0,1,2009-06
Roraima,2009-01,Sem informacao,832,2009-06
Piauí,2009-01,1.0,1,2009-06
Piauí,2009-01,Sem informacao,226,2009-06
Maranhão,2009-01,Sem informacao,239,2009-06
Distrito Federal,2009-01,Sem informacao,181,2009-06
Sergipe,2009-01,Sem informacao,255,2009-06
Bahia,2009-01,2.0,6,2009-06
Pernambuco,2009-01,Sem informacao,421,2009-06
Bahia,2009-01,4.0,2,2009-06
Pará,2009-01,Sem informacao,1349,2009-06
Amazonas,2009-01,Sem informacao,584,2009-06
Pará,2009-01,2.0,1,2009-06
Pará,2009-01,1.0,3,2009-06
Tocantins,2009-01,2.0,1,2009-06
Tocantins,2009-01,4.0,1,2009-06
Acre,2009-01,2.0,2,2009-06
Pernambuco,2009-01,2.0,1,2009-06
Acre,2009-01,Sem informacao,3447,2009-06
Rio Grande do Sul,2009-01,Sem informacao,51,2009-06
Mato Grosso do Sul,2009-01,2.0,1,2009-06
Mato Grosso do Sul,2009-01,Sem informacao,329,2009-06
Ceará,2009-01,4.0,1,2009-06
Mato Grosso,2009-01,Sem informacao,1138,2009-06
Alagoas,2009-01,Sem informacao,279,2009-06
Bahia,2009-01,Sem informacao,7242,2009-06
Tocantins,2009-01,Sem informacao,1378,2009-06
Bahia,2009-01,3.0,1,2009-06
Rondônia,2009-01,Sem informacao,886,2009-06
Rondônia,2009-01,1.0,4,2009-06
Minas Gerais,2009-01,2.0,1,2009-06
Goiás,2009-01,3.0,1,2009-06
Minas Gerais,2009-01,1.0,1,2009-06
Goiás,2009-01,2.0,1,2009-06
Ceará,2009-01,1.0,1,2009-06
Rio de Janeiro,2009-01,Sem informacao,2523,2009-06
Espírito Santo,2009-01,1.0,7,2009-06
Minas Gerais,2009-01,Sem informacao,4430,2009-06
Espírito Santo,2009-01,Sem informacao,3524,2009-06
Rio de Janeiro,2009-01,1.0,4,2009-06
Goiás,2009-01,Sem informacao,2740,2009-06
Santa Catarina,2009-01,Sem informacao,35,2009-06
Acre,2009-01,1.0,1,2009-06
São Paulo,2009-01,1.0,1,2009-06
São Paulo,2009-01,Sem informacao,3805,2009-06
Paraíba,2009-01,Sem informacao,67,2009-06
Goiás,2009-01,1.0,4,2009-06
Paraná,2009-01,Sem informacao,1161,2009-06
Mato Grosso do Sul,2009-02,Sem informacao,1141,2009-06
Mato Grosso do Sul,2009-02,1.0,4,2009-06
Ceará,2009-02,Sem informacao,3240,2009-06
Paraná,2009-02,Sem informacao,1426,2009-06
Rio de Janeiro,2009-02,2.0,1,2009-06
Pará,2009-02,1.0,6,2009-06
Amazonas,2009-02,Sem informacao,419,2009-06
Amazonas,2009-02,2.0,1,2009-06
Santa Catarina,2009-02,Sem informacao,45,2009-06
Pará,2009-02,Sem informacao,2139,2009-06
Rio de Janeiro,2009-02,Sem informacao,2832,2009-06
Pernambuco,2009-02,Sem informacao,467,2009-06
Rondônia,2009-02,1.0,4,2009-06
Maranhão,2009-02,Sem informacao,369,2009-06
São Paulo,2009-02,1.0,2,2009-06
Distrito Federal,2009-02,Sem informacao,222,2009-06
São Paulo,2009-02,Sem informacao,5181,2009-06
Roraima,2009-02,1.0,12,2009-06
Rondônia,2009-02,Sem informacao,1618,2009-06
Espírito Santo,2009-02,Sem informacao,6739,2009-06
Espírito Santo,2009-02,1.0,1,2009-06
Rio Grande do Sul,2009-02,Sem informacao,44,2009-06
Mato Grosso,2009-02,Sem informacao,1631,2009-06
Maranhão,2009-02,1.0,1,2009-06
Tocantins,2009-02,Sem informacao,1150,2009-06
Acre,2009-02,1.0,1,2009-06
Mato Grosso,2009-02,1.0,15,2009-06
Minas Gerais,2009-02,1.0,10,2009-06
Minas Gerais,2009-02,2.0,10,2009-06
Minas Gerais,2009-02,3.0,6,2009-06
Minas Gerais,2009-02,Sem informacao,9537,2009-06
Piauí,2009-02,4.0,1,2009-06
Piauí,2009-02,Sem informacao,261,2009-06
Paraíba,2009-02,Sem informacao,115,2009-06
Acre,2009-02,2.0,4,2009-06
Alagoas,2009-02,Sem informacao,308,2009-06
São Paulo,2009-02,3.0,1,2009-06
Goiás,2009-02,Sem informacao,4334,2009-06
Roraima,2009-02,Sem informacao,966,2009-06
Acre,2009-02,4.0,1,2009-06
Roraima,2009-02,2.0,3,2009-06
Amapá,2009-02,Sem informacao,559,2009-06
Sergipe,2009-02,Sem informacao,245,2009-06
Goiás,2009-02,3.0,8,2009-06
Goiás,2009-02,2.0,7,2009-06
Goiás,2009-02,1.0,13,2009-06
Rio Grande do Norte,2009-02,Sem informacao,340,2009-06
Bahia,2009-02,1.0,11,2009-06
Bahia,2009-02,Sem informacao,17610,2009-06
Bahia,2009-02,4.0,3,2009-06
Bahia,2009-02,2.0,12,2009-06
São Paulo,2009-02,4.0,1,2009-06
Acre,2009-02,Sem informacao,6481,2009-06
Acre,2009-03,2.0,1,2009-06
São Paulo,2009-03,Sem informacao,9097,2009-06
Rondônia,2009-03,1.0,4,2009-06
Rondônia,2009-03,3.0,1,2009-06
Santa Catarina,2009-03,1.0,1,2009-06
Piauí,2009-03,Sem informacao,804,2009-06
Sergipe,2009-03,Sem informacao,1069,2009-06
Minas Gerais,2009-03,1.0,68,2009-06
Tocantins,2009-03,1.0,4,2009-06
Piauí,2009-03,4.0,3,2009-06
Piauí,2009-03,1.0,3,2009-06
Rondônia,2009-03,Sem informacao,3062,2009-06
Alagoas,2009-03,3.0,1,2009-06
Roraima,2009-03,2.0,6,2009-06
Roraima,2009-03,1.0,18,2009-06
Paraná,2009-03,1.0,1,2009-06
Paraná,2009-03,Sem informacao,2583,2009-06
Santa Catarina,2009-03,Sem informacao,50,2009-06
São Paulo,2009-03,1.0,42,2009-06
Minas Gerais,2009-03,2.0,18,2009-06
São Paulo,2009-03,2.0,4,2009-06
São Paulo,2009-03,3.0,4,2009-06
Minas Gerais,2009-03,3.0,29,2009-06
Espírito Santo,2009-03,Sem informacao,11366,2009-06
Espírito Santo,2009-03,4.0,1,2009-06
Espírito Santo,2009-03,2.0,1,2009-06
Minas Gerais,2009-03,Sem informacao,21931,2009-06
Mato Grosso,2009-03,Sem informacao,4867,2009-06
Roraima,2009-03,Sem informacao,1015,2009-06
São Paulo,2009-03,4.0,3,2009-06
Rio Grande do Sul,2009-03,Sem informacao,58,2009-06
Mato Grosso,2009-03,1.0,11,2009-06
Tocantins,2009-03,Sem informacao,1252,2009-06
Alagoas,2009-03,Sem informacao,887,2009-06
Rio de Janeiro,2009-03,1.0,1,2009-06
Goiás,2009-03,3.0,9,2009-06
Goiás,2009-03,2.0,6,2009-06
Maranhão,2009-03,Sem informacao,1005,2009-06
Goiás,2009-03,4.0,2,2009-06
Mato Grosso do Sul,2009-03,1.0,1,2009-06
Mato Grosso do Sul,2009-03,Sem informacao,3889,2009-06
Goiás,2009-03,1.0,7,2009-06
Bahia,2009-03,4.0,2,2009-06
Bahia,2009-03,Sem informacao,41193,2009-06
Rio de Janeiro,2009-03,2.0,1,2009-06
Rio Grande do Norte,2009-03,Sem informacao,872,2009-06
Bahia,2009-03,1.0,31,2009-06
Amazonas,2009-03,Sem informacao,418,2009-06
Paraíba,2009-03,Sem informacao,249,2009-06
Ceará,2009-03,Sem informacao,6895,2009-06
Paraíba,2009-03,1.0,1,2009-06
Bahia,2009-03,3.0,5,2009-06
Bahia,2009-03,2.0,40,2009-06
Pernambuco,2009-03,1.0,1,2009-06
Ceará,2009-03,1.0,1,2009-06
Pará,2009-03,2.0,4,2009-06
Pernambuco,2009-03,Sem informacao,1129,2009-06
Pará,2009-03,4.0,1,2009-06
Pará,2009-03,Sem informacao,2795,2009-06
Distrito Federal,2009-03,Sem informacao,284,2009-06
Acre,2009-03,Sem informacao,6097,2009-06
Goiás,2009-03,Sem informacao,6952,2009-06
Amapá,2009-03,Sem informacao,663,2009-06
Maranhão,2009-03,1.0,3,2009-06
Pará,2009-03,1.0,4,2009-06
Rio de Janeiro,2009-03,Sem informacao,2778,2009-06
Pará,2009-04,1.0,3,2009-06
Pará,2009-04,Sem informacao,1868,2009-06
Pará,2009-04,2.0,1,2009-06
Roraima,2009-04,Sem informacao,604,2009-06
Roraima,2009-04,4.0,1,2009-06
Santa Catarina,2009-04,Sem informacao,44,2009-06
Roraima,2009-04,2.0,1,2009-06
Maranhão,2009-04,1.0,1,2009-06
Bahia,2009-04,Sem informacao,30430,2009-06
Goiás,2009-04,Sem informacao,6576,2009-06
Bahia,2009-04,1.0,16,2009-06
Rondônia,2009-04,1.0,2,2009-06
Rondônia,2009-04,Sem informacao,1775,2009-06
Acre,2009-04,Sem informacao,1825,2009-06
Goiás,2009-04,3.0,11,2009-06
Bahia,2009-04,2.0,21,2009-06
Goiás,2009-04,2.0,10,2009-06
Bahia,2009-04,4.0,2,2009-06
Goiás,2009-04,1.0,39,2009-06
Sergipe,2009-04,1.0,1,2009-06
Pernambuco,2009-04,2.0,1,2009-06
Pernambuco,2009-04,Sem informacao,1190,2009-06
Roraima,2009-04,1.0,10,2009-06
Maranhão,2009-04,Sem informacao,657,2009-06
Distrito Federal,2009-04,4.0,1,2009-06
Mato Grosso,2009-04,2.0,5,2009-06
Mato Grosso,2009-04,3.0,1,2009-06
Espírito Santo,2009-04,Sem informacao,9714,2009-06
Minas Gerais,2009-04,2.0,3,2009-06
Minas Gerais,2009-04,3.0,12,2009-06
Minas Gerais,2009-04,Sem informacao,19859,2009-06
Mato Grosso,2009-04,1.0,19,2009-06
Espírito Santo,2009-04,3.0,1,2009-06
Tocantins,2009-04,4.0,1,2009-06
Mato Grosso do Sul,2009-04,Sem informacao,3749,2009-06
Mato Grosso do Sul,2009-04,3.0,1,2009-06
Distrito Federal,2009-04,Sem informacao,258,2009-06
Mato Grosso,2009-04,Sem informacao,10953,2009-06
Espírito Santo,2009-04,1.0,4,2009-06
Sergipe,2009-04,Sem informacao,832,2009-06
Rio Grande do Norte,2009-04,Sem informacao,733,2009-06
São Paulo,2009-04,Sem informacao,8441,2009-06
São Paulo,2009-04,4.0,3,2009-06
São Paulo,2009-04,3.0,66,2009-06
São Paulo,2009-04,2.0,3,2009-06
São Paulo,2009-04,1.0,42,2009-06
Paraíba,2009-04,1.0,1,2009-06
Paraíba,2009-04,Sem informacao,250,2009-06
Paraná,2009-04,4.0,1,2009-06
Paraná,2009-04,Sem informacao,1681,2009-06
Amazonas,2009-04,Sem informacao,175,2009-06
Alagoas,2009-04,Sem informacao,678,2009-06
Amapá,2009-04,Sem informacao,460,2009-06
Mato Grosso do Sul,2009-04,1.0,2,2009-06
Ceará,2009-04,Sem informacao,3017,2009-06
Tocantins,2009-04,Sem informacao,985,2009-06
Rio Grande do Sul,2009-04,Sem informacao,48,2009-06
Tocantins,2009-04,1.0,1,2009-06
Piauí,2009-04,2.0,2,2009-06
Piauí,2009-04,3.0,1,2009-06
Piauí,2009-04,4.0,2,2009-06
Piauí,2009-04,Sem informacao,979,2009-06
Rio de Janeiro,2009-04,1.0,1,2009-06
Minas Gerais,2009-04,1.0,73,2009-06
Mato Grosso do Sul,2009-04,2.0,1,2009-06
Piauí,2009-04,1.0,27,2009-06
Rio de Janeiro,2009-04,Sem informacao,1544,2009-06
Ceará,2009-04,4.0,1,2009-06
Ceará,2009-05,1.0,2,2009-06
São Paulo,2009-05,3.0,52,2009-06
Pará,2009-05,2.0,2,2009-06
Santa Catarina,2009-05,Sem informacao,13,2009-06
São Paulo,2009-05,1.0,31,2009-06
São Paulo,2009-05,2.0,6,2009-06
Ceará,2009-05,Sem informacao,1689,2009-06
São Paulo,2009-05,Sem informacao,4928,2009-06
Tocantins,2009-05,Sem informacao,1019,2009-06
Mato Grosso,2009-05,Sem informacao,10430,2009-06
Acre,2009-05,4.0,3,2009-06
Pernambuco,2009-05,Sem informacao,1082,2009-06
Paraná,2009-05,Sem informacao,735,2009-06
Paraná,2009-05,1.0,1,2009-06
Goiás,2009-05,1.0,43,2009-06
Goiás,2009-05,2.0,10,2009-06
Acre,2009-05,Sem informacao,1113,2009-06
Distrito Federal,2009-05,Sem informacao,249,2009-06
Paraíba,2009-05,Sem informacao,238,2009-06
Amapá,2009-05,Sem informacao,269,2009-06
Mato Grosso,2009-05,1.0,25,2009-06
Mato Grosso,2009-05,2.0,1,2009-06
São Paulo,2009-05,4.0,3,2009-06
Mato Grosso do Sul,2009-05,2.0,4,2009-06
Goiás,2009-05,Sem informacao,4644,2009-06
Rio de Janeiro,2009-05,Sem informacao,989,2009-06
Rio Grande do Norte,2009-05,Sem informacao,404,2009-06
Mato Grosso do Sul,2009-05,1.0,6,2009-06
Minas Gerais,2009-05,1.0,52,2009-06
Espírito Santo,2009-05,1.0,1,2009-06
Espírito Santo,2009-05,2.0,1,2009-06
Espírito Santo,2009-05,Sem informacao,10226,2009-06
Roraima,2009-05,Sem informacao,441,2009-06
Alagoas,2009-05,Sem informacao,767,2009-06
Rio Grande do Sul,2009-05,Sem informacao,28,2009-06
Pará,2009-05,4.0,1,2009-06
Pará,2009-05,Sem informacao,956,2009-06
Piauí,2009-05,Sem informacao,907,2009-06
Piauí,2009-05,1.0,2,2009-06
Maranhão,2009-05,1.0,1,2009-06
Maranhão,2009-05,3.0,1,2009-06
Bahia,2009-05,1.0,14,2009-06
Bahia,2009-05,2.0,12,2009-06
Rio Grande do Norte,2009-05,1.0,7,2009-06
Pernambuco,2009-05,1.0,2,2009-06
Roraima,2009-05,2.0,1,2009-06
Roraima,2009-05,1.0,3,2009-06
Goiás,2009-05,3.0,9,2009-06
Rio de Janeiro,2009-05,1.0,1,2009-06
Minas Gerais,2009-05,3.0,5,2009-06
Minas Gerais,2009-05,2.0,2,2009-06
Rondônia,2009-05,Sem informacao,945,2009-06
Maranhão,2009-05,Sem informacao,754,2009-06
Mato Grosso do Sul,2009-05,3.0,1,2009-06
Mato Grosso do Sul,2009-05,Sem informacao,2736,2009-06
Minas Gerais,2009-05,Sem informacao,12999,2009-06
Bahia,2009-05,Sem informacao,13117,2009-06
Sergipe,2009-05,Sem informacao,631,2009-06
Amazonas,2009-05,Sem informacao,176,2009-06
Rondônia,2009-05,1.0,8,2009-06
Rio de Janeiro,2009-06,Sem informacao,662,2009-06
Bahia,2009-06,Sem informacao,5148,2009-06
Tocantins,2009-06,Sem informacao,745,2009-06
Tocantins,2009-06,2.0,1,2009-06
Pará,2009-06,Sem informacao,643,2009-06
Rio de Janeiro,2009-06,4.0,1,2009-06
Rondônia,2009-06,4.0,1,2009-06
Distrito Federal,2009-06,1.0,1,2009-06
Amapá,2009-06,Sem informacao,206,2009-06
Pernambuco,2009-06,Sem informacao,878,2009-06
Espírito Santo,2009-06,Sem informacao,5268,2009-06
Minas Gerais,2009-06,1.0,21,2009-06
Rondônia,2009-06,Sem informacao,554,2009-06
Santa Catarina,2009-06,Sem informacao,8,2009-06
Santa Catarina,2009-06,1.0,1,2009-06
Minas Gerais,2009-06,2.0,1,2009-06
Minas Gerais,2009-06,Sem informacao,4245,2009-06
Rondônia,2009-06,1.0,6,2009-06
Distrito Federal,2009-06,Sem informacao,163,2009-06
Espírito Santo,2009-06,1.0,1,2009-06
Acre,2009-06,Sem informacao,539,2009-06
Ceará,2009-06,Sem informacao,1244,2009-06
Paraíba,2009-06,Sem informacao,145,2009-06
Rio de Janeiro,2009-06,2.0,1,2009-06
Goiás,2009-06,2.0,2,2009-06
Goiás,2009-06,3.0,1,2009-06
Mato Grosso do Sul,2009-06,1.0,1,2009-06
Sergipe,2009-06,Sem informacao,240,2009-06
Amazonas,2009-06,1.0,1,2009-06
Amazonas,2009-06,Sem informacao,142,2009-06
Rio Grande do Norte,2009-06,1.0,1,2009-06
Paraíba,2009-06,3.0,1,2009-06
Rio Grande do Norte,2009-06,Sem informacao,277,2009-06
Alagoas,2009-06,Sem informacao,600,2009-06
Alagoas,2009-06,1.0,1,2009-06
Piauí,2009-06,Sem informacao,927,2009-06
Piauí,2009-06,4.0,1,2009-06
Piauí,2009-06,1.0,4,2009-06
Maranhão,2009-06,Sem informacao,412,2009-06
Rio Grande do Sul,2009-06,Sem informacao,6,2009-06
Bahia,2009-06,1.0,6,2009-06
Bahia,2009-06,2.0,6,2009-06
Mato Grosso do Sul,2009-06,Sem informacao,899,2009-06
Roraima,2009-06,1.0,2,2009-06
Goiás,2009-06,1.0,13,2009-06
São Paulo,2009-06,3.0,16,2009-06
Goiás,2009-06,Sem informacao,2491,2009-06
São Paulo,2009-06,1.0,3,2009-06
Goiás,2009-06,4.0,1,2009-06
Mato Grosso,2009-06,Sem informacao,4210,2009-06
Paraná,2009-06,Sem informacao,331,2009-06
Mato Grosso,2009-06,1.0,17,2009-06
