Região,Período,Sorotipo,Casos,Ano
Norte,2013-05,1.0,9,2013-06
Norte,2013-05,2.0,1,2013-06
Norte,2013-05,4.0,4,2013-06
Sul,2013-05,Sem informacao,12528,2013-06
Sul,2013-05,4.0,8,2013-06
Sudeste,2013-06,4.0,60,2013-06
Nordeste,2013-06,4.0,20,2013-06
Nordeste,2013-06,3.0,1,2013-06
Nordeste,2013-06,Sem informacao,23815,2013-06
Nordeste,2013-06,1.0,19,2013-06
Norte,2013-06,Sem informacao,4098,2013-06
Norte,2013-06,4.0,1,2013-06
Sudeste,2013-06,Sem informacao,43528,2013-06
Sudeste,2013-06,1.0,51,2013-06
Nordeste,2013-06,2.0,5,2013-06
Centro-oeste,2013-06,4.0,6,2013-06
Centro-oeste,2013-06,Sem informacao,14208,2013-06
Sul,2013-06,1.0,10,2013-06
Sul,2013-06,2.0,2,2013-06
Sul,2013-06,4.0,5,2013-06
Norte,2013-06,1.0,9,2013-06
Sul,2013-06,Sem informacao,3939,2013-06
Centro-oeste,2013-06,1.0,46,2013-06
Sul,2013-07,1.0,1,2013-06
Norte,2013-07,1.0,8,2013-06
Norte,2013-07,4.0,4,2013-06
Norte,2013-07,Sem informacao,2428,2013-06
Nordeste,2013-07,Sem informacao,19812,2013-06
Nordeste,2013-07,4.0,23,2013-06
Nordeste,2013-07,3.0,3,2013-06
Nordeste,2013-07,2.0,4,2013-06
Nordeste,2013-07,1.0,33,2013-06
Sul,2013-07,Sem informacao,1506,2013-06
Sudeste,2013-07,Sem informacao,15904,2013-06
Sudeste,2013-07,4.0,52,2013-06
Sudeste,2013-07,1.0,39,2013-06
Centro-oeste,2013-07,Sem informacao,7083,2013-06
Centro-oeste,2013-07,4.0,3,2013-06
Centro-oeste,2013-07,1.0,23,2013-06
Sul,2013-07,4.0,1,2013-06
Sudeste,2013-08,Sem informacao,8564,2013-06
Sudeste,2013-08,4.0,2,2013-06
Norte,2013-08,Sem informacao,2019,2013-06
Norte,2013-08,4.0,1,2013-06
Sudeste,2013-08,1.0,6,2013-06
Sul,2013-08,1.0,2,2013-06
Sul,2013-08,Sem informacao,954,2013-06
Norte,2013-08,1.0,4,2013-06
Centro-oeste,2013-08,Sem informacao,4322,2013-06
Nordeste,2013-08,4.0,13,2013-06
Nordeste,2013-08,3.0,2,2013-06
Nordeste,2013-08,2.0,2,2013-06
Nordeste,2013-08,1.0,17,2013-06
Centro-oeste,2013-08,1.0,8,2013-06
Centro-oeste,2013-08,2.0,1,2013-06
Centro-oeste,2013-08,4.0,3,2013-06
Nordeste,2013-08,Sem informacao,15240,2013-06
Sudeste,2013-09,Sem informacao,7597,2013-06
Norte,2013-09,4.0,1,2013-06
Norte,2013-09,1.0,5,2013-06
Nordeste,2013-09,2.0,1,2013-06
Sul,2013-09,Sem informacao,932,2013-06
Nordeste,2013-09,1.0,7,2013-06
Nordeste,2013-09,3.0,1,2013-06
Centro-oeste,2013-09,Sem informacao,3162,2013-06
Centro-oeste,2013-09,1.0,10,2013-06
Norte,2013-09,Sem informacao,1848,2013-06
Sudeste,2013-09,4.0,2,2013-06
Sudeste,2013-09,1.0,5,2013-06
Nordeste,2013-09,4.0,4,2013-06
Nordeste,2013-09,Sem informacao,8798,2013-06
Nordeste,2013-10,1.0,5,2013-06
Nordeste,2013-10,Sem informacao,6424,2013-06
Sul,2013-10,4.0,1,2013-06
Nordeste,2013-10,4.0,6,2013-06
Sul,2013-10,Sem informacao,1497,2013-06
Sul,2013-10,1.0,3,2013-06
Norte,2013-10,Sem informacao,2021,2013-06
Sudeste,2013-10,1.0,3,2013-06
Sudeste,2013-10,Sem informacao,7779,2013-06
Centro-oeste,2013-10,1.0,2,2013-06
Centro-oeste,2013-10,4.0,2,2013-06
Centro-oeste,2013-10,Sem informacao,3777,2013-06
Norte,2013-10,1.0,11,2013-06
Nordeste,2013-11,Sem informacao,5464,2013-06
Nordeste,2013-11,4.0,4,2013-06
Nordeste,2013-11,2.0,1,2013-06
Nordeste,2013-11,1.0,2,2013-06
Sudeste,2013-11,1.0,4,2013-06
Sudeste,2013-11,Sem informacao,8613,2013-06
Centro-oeste,2013-11,4.0,1,2013-06
Centro-oeste,2013-11,1.0,4,2013-06
Norte,2013-11,Sem informacao,3255,2013-06
Sul,2013-11,1.0,2,2013-06
Sul,2013-11,Sem informacao,2299,2013-06
Norte,2013-11,4.0,2,2013-06
Norte,2013-11,2.0,2,2013-06
Norte,2013-11,1.0,1,2013-06
Centro-oeste,2013-11,Sem informacao,5195,2013-06
Centro-oeste,2013-12,4.0,1,2013-06
Centro-oeste,2013-12,Sem informacao,6836,2013-06
Nordeste,2013-12,1.0,7,2013-06
Centro-oeste,2013-12,1.0,4,2013-06
Nordeste,2013-12,Sem informacao,4656,2013-06
Norte,2013-12,Sem informacao,3779,2013-06
Norte,2013-12,1.0,4,2013-06
Sudeste,2013-12,Sem informacao,11205,2013-06
Sul,2013-12,Sem informacao,2897,2013-06
Nordeste,2013-12,4.0,2,2013-06
Sul,2013-12,1.0,6,2013-06
Sul,2013-12,4.0,1,2013-06
Sudeste,2013-12,2.0,1,2013-06
Sudeste,2013-12,1.0,15,2013-06
Sudeste,2013-12,4.0,1,2013-06
Centro-oeste,2014-01,1.0,44,2014-06
Sudeste,2014-01,1.0,49,2014-06
Sudeste,2014-01,2.0,1,2014-06
Centro-oeste,2014-01,4.0,9,2014-06
Centro-oeste,2014-01,Sem informacao,14370,2014-06
Sudeste,2014-01,4.0,9,2014-06
Sudeste,2014-01,Sem informacao,23101,2014-06
Norte,2014-01,4.0,3,2014-06
Norte,2014-01,1.0,10,2014-06
Sul,2014-01,Sem informacao,4456,2014-06
Sul,2014-01,2.0,1,2014-06
Sul,2014-01,1.0,68,2014-06
Nordeste,2014-01,Sem informacao,6895,2014-06
Nordeste,2014-01,4.0,6,2014-06
Nordeste,2014-01,3.0,2,2014-06
Nordeste,2014-01,1.0,6,2014-06
Norte,2014-01,Sem informacao,5467,2014-06
Sudeste,2014-02,4.0,17,2014-06
Nordeste,2014-02,Sem informacao,9355,2014-06
Sudeste,2014-02,Sem informacao,37528,2014-06
Norte,2014-02,Sem informacao,5908,2014-06
Sudeste,2014-02,1.0,165,2014-06
Norte,2014-02,4.0,9,2014-06
Centro-oeste,2014-02,Sem informacao,20873,2014-06
Norte,2014-02,1.0,5,2014-06
Centro-oeste,2014-02,1.0,64,2014-06
Centro-oeste,2014-02,4.0,32,2014-06
Sul,2014-02,Sem informacao,6172,2014-06
Sul,2014-02,4.0,1,2014-06
Sul,2014-02,1.0,70,2014-06
Nordeste,2014-02,4.0,24,2014-06
Nordeste,2014-02,2.0,1,2014-06
Nordeste,2014-02,1.0,15,2014-06
Nordeste,2014-02,3.0,3,2014-06
Sul,2014-03,Sem informacao,9698,2014-06
Nordeste,2014-03,1.0,19,2014-06
Nordeste,2014-03,3.0,1,2014-06
Nordeste,2014-03,4.0,29,2014-06
Nordeste,2014-03,Sem informacao,10998,2014-06
Sul,2014-03,1.0,23,2014-06
Sudeste,2014-03,Sem informacao,66463,2014-06
Centro-oeste,2014-03,1.0,58,2014-06
Sudeste,2014-03,4.0,20,2014-06
Centro-oeste,2014-03,2.0,1,2014-06
Sudeste,2014-03,2.0,3,2014-06
Sudeste,2014-03,1.0,352,2014-06
Centro-oeste,2014-03,4.0,9,2014-06
Centro-oeste,2014-03,Sem informacao,22199,2014-06
Norte,2014-03,1.0,3,2014-06
Norte,2014-03,4.0,5,2014-06
Norte,2014-03,Sem informacao,6506,2014-06
Sul,2014-04,4.0,4,2014-06
Norte,2014-04,2.0,1,2014-06
Norte,2014-04,4.0,9,2014-06
Norte,2014-04,Sem informacao,6256,2014-06
Sul,2014-04,Sem informacao,12583,2014-06
Sul,2014-04,1.0,49,2014-06
Nordeste,2014-04,1.0,14,2014-06
Norte,2014-04,1.0,5,2014-06
Nordeste,2014-04,4.0,99,2014-06
Nordeste,2014-04,Sem informacao,18062,2014-06
Sudeste,2014-04,1.0,334,2014-06
Sudeste,2014-04,2.0,4,2014-06
Sudeste,2014-04,4.0,28,2014-06
Sudeste,2014-04,Sem informacao,151672,2014-06
Nordeste,2014-04,2.0,4,2014-06
Centro-oeste,2014-04,Sem informacao,29364,2014-06
Centro-oeste,2014-04,4.0,15,2014-06
Centro-oeste,2014-04,2.0,1,2014-06
Centro-oeste,2014-04,1.0,47,2014-06
Centro-oeste,2014-05,2.0,2,2014-06
Centro-oeste,2014-05,4.0,16,2014-06
Sul,2014-05,4.0,1,2014-06
Norte,2014-05,4.0,6,2014-06
Norte,2014-05,Sem informacao,5624,2014-06
Sul,2014-05,Sem informacao,9870,2014-06
Centro-oeste,2014-05,1.0,65,2014-06
Norte,2014-05,1.0,4,2014-06
Sul,2014-05,1.0,37,2014-06
Sudeste,2014-05,1.0,204,2014-06
Sudeste,2014-05,2.0,2,2014-06
Sudeste,2014-05,4.0,17,2014-06
Sudeste,2014-05,Sem informacao,117414,2014-06
Nordeste,2014-05,Sem informacao,24284,2014-06
Nordeste,2014-05,4.0,91,2014-06
Nordeste,2014-05,2.0,1,2014-06
Nordeste,2014-05,1.0,37,2014-06
Centro-oeste,2014-05,Sem informacao,28353,2014-06
Sudeste,2014-06,4.0,8,2014-06
Sudeste,2014-06,Sem informacao,42984,2014-06
Sudeste,2014-06,1.0,69,2014-06
Sudeste,2014-06,2.0,1,2014-06
Sudeste,2014-06,3.0,1,2014-06
Norte,2014-06,Sem informacao,3847,2014-06
Nordeste,2014-06,1.0,49,2014-06
Norte,2014-06,1.0,1,2014-06
Nordeste,2014-06,3.0,1,2014-06
Nordeste,2014-06,4.0,44,2014-06
Nordeste,2014-06,Sem informacao,19379,2014-06
Centro-oeste,2014-06,Sem informacao,15695,2014-06
Norte,2014-06,4.0,3,2014-06
Centro-oeste,2014-06,1.0,40,2014-06
Sul,2014-06,1.0,7,2014-06
Sul,2014-06,Sem informacao,3986,2014-06
Centro-oeste,2014-06,4.0,6,2014-06
Centro-oeste,2014-07,1.0,7,2014-06
Centro-oeste,2014-07,Sem informacao,7818,2014-06
Sul,2014-07,1.0,1,2014-06
Norte,2014-07,1.0,1,2014-06
Nordeste,2014-07,Sem informacao,16544,2014-06
Nordeste,2014-07,4.0,31,2014-06
Nordeste,2014-07,1.0,27,2014-06
Sudeste,2014-07,1.0,71,2014-06
Norte,2014-07,4.0,3,2014-06
Sudeste,2014-07,4.0,5,2014-06
Norte,2014-07,Sem informacao,2964,2014-06
Sudeste,2014-07,2.0,1,2014-06
Sul,2014-07,Sem informacao,2527,2014-06
Sudeste,2014-07,Sem informacao,18748,2014-06
Sudeste,2014-08,1.0,35,2014-06
Norte,2014-08,1.0,4,2014-06
Norte,2014-08,2.0,1,2014-06
Norte,2014-08,3.0,1,2014-06
Norte,2014-08,4.0,7,2014-06
Norte,2014-08,Sem informacao,3935,2014-06
Centro-oeste,2014-08,1.0,8,2014-06
Centro-oeste,2014-08,Sem informacao,4584,2014-06
Centro-oeste,2014-08,4.0,1,2014-06
Sul,2014-08,Sem informacao,1852,2014-06
Nordeste,2014-08,1.0,15,2014-06
Nordeste,2014-08,Sem informacao,10293,2014-06
Nordeste,2014-08,4.0,10,2014-06
Nordeste,2014-08,2.0,2,2014-06
Sudeste,2014-08,Sem informacao,11441,2014-06
Nordeste,2014-09,1.0,9,2014-06
Nordeste,2014-09,Sem informacao,7751,2014-06
Sul,2014-09,Sem informacao,1528,2014-06
Sul,2014-09,1.0,1,2014-06
Nordeste,2014-09,4.0,5,2014-06
Centro-oeste,2014-09,Sem informacao,3629,2014-06
Norte,2014-09,Sem informacao,9773,2014-06
Norte,2014-09,4.0,7,2014-06
Sudeste,2014-09,1.0,21,2014-06
Sudeste,2014-09,3.0,1,2014-06
Sudeste,2014-09,Sem informacao,11100,2014-06
Norte,2014-09,3.0,2,2014-06
Norte,2014-09,2.0,1,2014-06
Norte,2014-09,1.0,2,2014-06
Centro-oeste,2014-09,4.0,2,2014-06
Centro-oeste,2014-09,1.0,24,2014-06
Nordeste,2014-10,1.0,7,2014-06
Nordeste,2014-10,4.0,2,2014-06
Nordeste,2014-10,Sem informacao,6579,2014-06
Norte,2014-10,Sem informacao,11510,2014-06
Sudeste,2014-10,4.0,4,2014-06
Sudeste,2014-10,Sem informacao,12453,2014-06
Centro-oeste,2014-10,Sem informacao,4511,2014-06
Centro-oeste,2014-10,4.0,1,2014-06
Sudeste,2014-10,1.0,23,2014-06
Centro-oeste,2014-10,2.0,1,2014-06
Centro-oeste,2014-10,1.0,29,2014-06
Sul,2014-10,Sem informacao,1593,2014-06
Norte,2014-10,1.0,15,2014-06
Norte,2014-10,4.0,3,2014-06
Centro-oeste,2014-11,1.0,11,2014-06
Sul,2014-11,1.0,1,2014-06
Sul,2014-11,Sem informacao,1640,2014-06
Nordeste,2014-11,1.0,3,2014-06
Nordeste,2014-11,3.0,1,2014-06
Norte,2014-11,Sem informacao,9086,2014-06
Centro-oeste,2014-11,Sem informacao,5359,2014-06
Norte,2014-11,1.0,11,2014-06
Sudeste,2014-11,1.0,37,2014-06
Nordeste,2014-11,Sem informacao,5587,2014-06
Sudeste,2014-11,Sem informacao,11967,2014-06
Norte,2014-11,4.0,4,2014-06
Centro-oeste,2014-12,2.0,1,2014-06
Centro-oeste,2014-12,4.0,3,2014-06
Centro-oeste,2014-12,Sem informacao,6507,2014-06
Sudeste,2014-12,1.0,50,2014-06
Sudeste,2014-12,2.0,1,2014-06
Sudeste,2014-12,4.0,1,2014-06
Sudeste,2014-12,Sem informacao,14050,2014-06
Norte,2014-12,Sem informacao,6796,2014-06
Sul,2014-12,1.0,2,2014-06
Sul,2014-12,Sem informacao,1546,2014-06
Nordeste,2014-12,1.0,12,2014-06
Centro-oeste,2014-12,1.0,23,2014-06
Norte,2014-12,4.0,9,2014-06
Norte,2014-12,1.0,7,2014-06
Nordeste,2014-12,Sem informacao,6106,2014-06
Nordeste,2015-01,Sem informacao,11183,2015-06
Sul,2015-01,1.0,12,2015-06
Sul,2015-01,4.0,1,2015-06
Sul,2015-01,Sem informacao,3480,2015-06
Nordeste,2015-01,1.0,21,2015-06
Centro-oeste,2015-01,4.0,18,2015-06
Centro-oeste,2015-01,1.0,151,2015-06
Sudeste,2015-01,1.0,248,2015-06
Sudeste,2015-01,3.0,1,2015-06
Sudeste,2015-01,4.0,3,2015-06
Sudeste,2015-01,Sem informacao,58350,2015-06
Norte,2015-01,1.0,10,2015-06
Norte,2015-01,2.0,1,2015-06
Norte,2015-01,Sem informacao,7068,2015-06
Norte,2015-01,4.0,3,2015-06
Centro-oeste,2015-01,Sem informacao,16528,2015-06
Centro-oeste,2015-01,2.0,4,2015-06
Norte,2015-02,1.0,12,2015-06
Norte,2015-02,4.0,11,2015-06
Sul,2015-02,Sem informacao,8371,2015-06
Sul,2015-02,1.0,27,2015-06
Norte,2015-02,Sem informacao,7179,2015-06
Centro-oeste,2015-02,Sem informacao,28146,2015-06
Nordeste,2015-02,4.0,9,2015-06
Centro-oeste,2015-02,4.0,30,2015-06
Centro-oeste,2015-02,1.0,223,2015-06
Nordeste,2015-02,1.0,17,2015-06
Nordeste,2015-02,3.0,2,2015-06
Norte,2015-02,2.0,1,2015-06
Nordeste,2015-02,Sem informacao,19457,2015-06
Sul,2015-02,4.0,6,2015-06
Sudeste,2015-02,Sem informacao,159471,2015-06
Sudeste,2015-02,1.0,414,2015-06
Sudeste,2015-02,2.0,4,2015-06
Sudeste,2015-02,3.0,3,2015-06
Sudeste,2015-02,4.0,10,2015-06
Centro-oeste,2015-03,Sem informacao,48643,2015-06
Nordeste,2015-03,1.0,48,2015-06
Sul,2015-03,1.0,104,2015-06
Sul,2015-03,2.0,1,2015-06
Sul,2015-03,4.0,8,2015-06
Norte,2015-03,1.0,236,2015-06
Centro-oeste,2015-03,4.0,18,2015-06
Norte,2015-03,2.0,1,2015-06
Sudeste,2015-03,4.0,48,2015-06
Sudeste,2015-03,Sem informacao,372022,2015-06
Sul,2015-03,Sem informacao,23934,2015-06
Centro-oeste,2015-03,2.0,6,2015-06
Norte,2015-03,4.0,4,2015-06
Norte,2015-03,Sem informacao,11477,2015-06
Nordeste,2015-03,2.0,1,2015-06
Nordeste,2015-03,4.0,4,2015-06
Nordeste,2015-03,Sem informacao,64294,2015-06
Sudeste,2015-03,3.0,1,2015-06
Sudeste,2015-03,2.0,6,2015-06
Sudeste,2015-03,1.0,602,2015-06
Centro-oeste,2015-03,1.0,235,2015-06
Sul,2015-04,4.0,3,2015-06
Nordeste,2015-04,1.0,77,2015-06
Sul,2015-04,1.0,124,2015-06
Nordeste,2015-04,2.0,1,2015-06
Nordeste,2015-04,3.0,1,2015-06
Sul,2015-04,2.0,1,2015-06
Sul,2015-04,Sem informacao,31794,2015-06
Nordeste,2015-04,4.0,2,2015-06
Centro-oeste,2015-04,4.0,9,2015-06
Norte,2015-04,Sem informacao,9736,2015-06
Sudeste,2015-04,4.0,59,2015-06
Sudeste,2015-04,2.0,1,2015-06
Sudeste,2015-04,1.0,378,2015-06
Nordeste,2015-04,Sem informacao,87858,2015-06
Centro-oeste,2015-04,Sem informacao,53007,2015-06
Sudeste,2015-04,Sem informacao,362563,2015-06
Centro-oeste,2015-04,3.0,1,2015-06
Centro-oeste,2015-04,2.0,6,2015-06
Centro-oeste,2015-04,1.0,210,2015-06
Norte,2015-04,1.0,9,2015-06
Norte,2015-04,4.0,6,2015-06
Centro-oeste,2015-05,3.0,3,2015-06
Centro-oeste,2015-05,4.0,10,2015-06
Centro-oeste,2015-05,Sem informacao,54661,2015-06
Sudeste,2015-05,1.0,360,2015-06
Sul,2015-05,Sem informacao,16226,2015-06
Sudeste,2015-05,4.0,51,2015-06
Sudeste,2015-05,3.0,1,2015-06
Sul,2015-05,1.0,54,2015-06
Nordeste,2015-05,1.0,139,2015-06
Centro-oeste,2015-05,1.0,173,2015-06
Nordeste,2015-05,2.0,5,2015-06
Nordeste,2015-05,3.0,5,2015-06
Nordeste,2015-05,4.0,4,2015-06
Nordeste,2015-05,Sem informacao,86295,2015-06
Norte,2015-05,1.0,7,2015-06
Norte,2015-05,3.0,1,2015-06
Norte,2015-05,4.0,5,2015-06
Sudeste,2015-05,Sem informacao,229720,2015-06
Centro-oeste,2015-05,2.0,1,2015-06
Norte,2015-05,Sem informacao,8173,2015-06
Norte,2015-06,Sem informacao,5530,2015-06
Norte,2015-06,4.0,3,2015-06
Centro-oeste,2015-06,Sem informacao,28715,2015-06
Centro-oeste,2015-06,4.0,9,2015-06
Centro-oeste,2015-06,2.0,1,2015-06
Centro-oeste,2015-06,1.0,97,2015-06
Norte,2015-06,1.0,7,2015-06
Sul,2015-06,Sem informacao,6619,2015-06
Sudeste,2015-06,Sem informacao,75135,2015-06
Nordeste,2015-06,Sem informacao,53038,2015-06
Sudeste,2015-06,1.0,200,2015-06
Sudeste,2015-06,2.0,4,2015-06
Sudeste,2015-06,4.0,5,2015-06
Nordeste,2015-06,1.0,85,2015-06
Sul,2015-06,1.0,16,2015-06
Nordeste,2015-06,4.0,1,2015-06
Sul,2015-06,4.0,1,2015-06
Norte,2015-07,1.0,7,2015-06
Centro-oeste,2015-07,1.0,27,2015-06
Sul,2015-07,1.0,22,2015-06
Centro-oeste,2015-07,4.0,1,2015-06
Norte,2015-07,2.0,1,2015-06
Norte,2015-07,4.0,2,2015-06
Norte,2015-07,Sem informacao,3512,2015-06
Nordeste,2015-07,1.0,25,2015-06
Nordeste,2015-07,2.0,1,2015-06
Nordeste,2015-07,Sem informacao,33190,2015-06
Nordeste,2015-07,4.0,1,2015-06
Centro-oeste,2015-07,Sem informacao,10504,2015-06
Sudeste,2015-07,4.0,1,2015-06
Sudeste,2015-07,2.0,2,2015-06
Sudeste,2015-07,1.0,87,2015-06
Sul,2015-07,Sem informacao,3028,2015-06
Nordeste,2015-07,3.0,1,2015-06
Sudeste,2015-07,Sem informacao,27053,2015-06
Norte,2015-08,Sem informacao,3269,2015-06
Sudeste,2015-08,Sem informacao,17321,2015-06
Sudeste,2015-08,4.0,1,2015-06
Sudeste,2015-08,2.0,1,2015-06
Sudeste,2015-08,1.0,53,2015-06
Norte,2015-08,4.0,1,2015-06
Centro-oeste,2015-08,4.0,1,2015-06
Norte,2015-08,2.0,1,2015-06
Centro-oeste,2015-08,Sem informacao,6007,2015-06
Centro-oeste,2015-08,1.0,11,2015-06
Sul,2015-08,Sem informacao,2929,2015-06
Sul,2015-08,4.0,1,2015-06
Norte,2015-08,1.0,3,2015-06
Nordeste,2015-08,1.0,9,2015-06
Nordeste,2015-08,3.0,1,2015-06
Nordeste,2015-08,Sem informacao,19587,2015-06
Sul,2015-08,1.0,13,2015-06
Centro-oeste,2015-08,2.0,1,2015-06
Centro-oeste,2015-09,1.0,7,2015-06
Centro-oeste,2015-09,2.0,1,2015-06
Centro-oeste,2015-09,Sem informacao,4177,2015-06
Norte,2015-09,1.0,3,2015-06
Norte,2015-09,4.0,2,2015-06
Norte,2015-09,Sem informacao,3037,2015-06
Sul,2015-09,Sem informacao,2432,2015-06
Nordeste,2015-09,Sem informacao,16817,2015-06
Sudeste,2015-09,Sem informacao,15022,2015-06
Sudeste,2015-09,2.0,2,2015-06
Sudeste,2015-09,1.0,28,2015-06
Nordeste,2015-09,1.0,3,2015-06
Sul,2015-09,1.0,9,2015-06
Nordeste,2015-10,1.0,12,2015-06
Sudeste,2015-10,1.0,28,2015-06
Nordeste,2015-10,Sem informacao,16552,2015-06
Nordeste,2015-10,3.0,2,2015-06
Nordeste,2015-10,2.0,1,2015-06
Sudeste,2015-10,Sem informacao,18928,2015-06
Sul,2015-10,Sem informacao,2617,2015-06
Sul,2015-10,1.0,13,2015-06
Norte,2015-10,1.0,2,2015-06
Norte,2015-10,4.0,1,2015-06
Centro-oeste,2015-10,Sem informacao,5367,2015-06
Norte,2015-10,Sem informacao,2512,2015-06
Centro-oeste,2015-10,4.0,1,2015-06
Centro-oeste,2015-10,1.0,16,2015-06
Nordeste,2015-11,4.0,1,2015-06
Nordeste,2015-11,Sem informacao,33165,2015-06
Nordeste,2015-11,1.0,216,2015-06
Centro-oeste,2015-11,Sem informacao,10904,2015-06
Sudeste,2015-11,1.0,37,2015-06
Centro-oeste,2015-11,4.0,3,2015-06
Sudeste,2015-11,2.0,1,2015-06
Norte,2015-11,Sem informacao,3075,2015-06
Norte,2015-11,4.0,1,2015-06
Norte,2015-11,1.0,2,2015-06
Sul,2015-11,1.0,38,2015-06
Sul,2015-11,Sem informacao,3612,2015-06
Sudeste,2015-11,Sem informacao,28178,2015-06
Centro-oeste,2015-11,1.0,44,2015-06
Sudeste,2015-12,1.0,96,2015-06
Centro-oeste,2015-12,2.0,7,2015-06
Centro-oeste,2015-12,1.0,96,2015-06
Sudeste,2015-12,2.0,6,2015-06
Sudeste,2015-12,Sem informacao,63205,2015-06
Sul,2015-12,Sem informacao,8212,2015-06
Nordeste,2015-12,2.0,1,2015-06
Sul,2015-12,1.0,15,2015-06
Centro-oeste,2015-12,Sem informacao,25261,2015-06
Nordeste,2015-12,Sem informacao,44018,2015-06
Norte,2015-12,4.0,3,2015-06
Norte,2015-12,Sem informacao,6621,2015-06
Norte,2015-12,1.0,4,2015-06
Nordeste,2015-12,1.0,15,2015-06
Centro-oeste,2015-12,4.0,1,2015-06
Norte,2016-01,2.0,1,2016-06
Norte,2016-01,4.0,1,2016-06
Norte,2016-01,Sem informacao,12846,2016-06
Sudeste,2016-01,1.0,270,2016-06
Sudeste,2016-01,2.0,11,2016-06
Sudeste,2016-01,3.0,1,2016-06
Sudeste,2016-01,4.0,24,2016-06
Sudeste,2016-01,Sem informacao,164105,2016-06
Norte,2016-01,1.0,33,2016-06
Sul,2016-01,Sem informacao,19371,2016-06
Sul,2016-01,1.0,429,2016-06
Nordeste,2016-01,4.0,2,2016-06
Nordeste,2016-01,3.0,1,2016-06
Nordeste,2016-01,2.0,2,2016-06
Nordeste,2016-01,1.0,18,2016-06
Centro-oeste,2016-01,1.0,160,2016-06
Centro-oeste,2016-01,2.0,3,2016-06
Nordeste,2016-01,Sem informacao,58629,2016-06
Centro-oeste,2016-01,3.0,1,2016-06
Centro-oeste,2016-01,4.0,9,2016-06
Centro-oeste,2016-01,Sem informacao,52292,2016-06
Sudeste,2016-02,4.0,15,2016-06
Nordeste,2016-02,2.0,1,2016-06
Nordeste,2016-02,3.0,1,2016-06
Nordeste,2016-02,4.0,6,2016-06
Nordeste,2016-02,Sem informacao,107819,2016-06
Sul,2016-02,1.0,692,2016-06
Centro-oeste,2016-02,Sem informacao,69990,2016-06
Sul,2016-02,2.0,3,2016-06
Sul,2016-02,3.0,18,2016-06
Sul,2016-02,4.0,2,2016-06
Sul,2016-02,Sem informacao,34739,2016-06
Sudeste,2016-02,Sem informacao,304081,2016-06
Norte,2016-02,4.0,3,2016-06
Centro-oeste,2016-02,4.0,10,2016-06
Norte,2016-02,Sem informacao,19398,2016-06
Nordeste,2016-02,1.0,19,2016-06
Norte,2016-02,2.0,9,2016-06
Norte,2016-02,1.0,33,2016-06
Centro-oeste,2016-02,2.0,7,2016-06
Centro-oeste,2016-02,1.0,131,2016-06
Sudeste,2016-02,1.0,246,2016-06
Sudeste,2016-02,2.0,21,2016-06
Sudeste,2016-02,3.0,1,2016-06
Sul,2016-03,3.0,8,2016-06
Sul,2016-03,2.0,2,2016-06
Sul,2016-03,1.0,569,2016-06
Sul,2016-03,Sem informacao,44574,2016-06
Sul,2016-03,4.0,2,2016-06
Nordeste,2016-03,2.0,1,2016-06
Nordeste,2016-03,3.0,3,2016-06
Sudeste,2016-03,Sem informacao,370063,2016-06
Sudeste,2016-03,4.0,8,2016-06
Sudeste,2016-03,3.0,3,2016-06
Sudeste,2016-03,2.0,13,2016-06
Sudeste,2016-03,1.0,280,2016-06
Centro-oeste,2016-03,Sem informacao,63217,2016-06
Centro-oeste,2016-03,4.0,9,2016-06
Nordeste,2016-03,1.0,45,2016-06
Centro-oeste,2016-03,2.0,7,2016-06
Centro-oeste,2016-03,3.0,2,2016-06
Norte,2016-03,2.0,10,2016-06
Norte,2016-03,4.0,1,2016-06
Norte,2016-03,Sem informacao,15710,2016-06
Nordeste,2016-03,Sem informacao,112219,2016-06
Nordeste,2016-03,4.0,4,2016-06
Norte,2016-03,1.0,16,2016-06
Centro-oeste,2016-03,1.0,139,2016-06
Sudeste,2016-04,Sem informacao,268742,2016-06
Nordeste,2016-04,Sem informacao,69389,2016-06
Nordeste,2016-04,4.0,2,2016-06
Nordeste,2016-04,1.0,24,2016-06
Sudeste,2016-04,1.0,174,2016-06
Sudeste,2016-04,4.0,10,2016-06
Sul,2016-04,4.0,1,2016-06
Norte,2016-04,Sem informacao,11781,2016-06
Norte,2016-04,2.0,3,2016-06
Norte,2016-04,1.0,6,2016-06
Centro-oeste,2016-04,Sem informacao,38959,2016-06
Centro-oeste,2016-04,4.0,2,2016-06
Centro-oeste,2016-04,3.0,1,2016-06
Sudeste,2016-04,2.0,13,2016-06
Centro-oeste,2016-04,2.0,8,2016-06
Centro-oeste,2016-04,1.0,66,2016-06
Sul,2016-04,Sem informacao,33520,2016-06
Sul,2016-04,3.0,1,2016-06
Sul,2016-04,2.0,2,2016-06
Sul,2016-04,1.0,241,2016-06
Nordeste,2016-05,1.0,37,2016-06
Nordeste,2016-05,2.0,1,2016-06
Sudeste,2016-05,2.0,2,2016-06
Sudeste,2016-05,1.0,55,2016-06
Norte,2016-05,1.0,3,2016-06
Centro-oeste,2016-05,1.0,34,2016-06
Centro-oeste,2016-05,2.0,6,2016-06
Centro-oeste,2016-05,Sem informacao,18217,2016-06
Nordeste,2016-05,Sem informacao,51907,2016-06
Sudeste,2016-05,3.0,2,2016-06
Norte,2016-05,2.0,1,2016-06
